alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers,call_id,fired_at,symbol,session,r_planned,channel,outcome,r_result,r_actual,points_result,mfe_r,mae_r,duration_sec,resolved_at,lane,lab_gate,w264_action,w264_source
681cbdb499,2026-09-22T03:45:25.452444+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85526.56,84788.1736,87397.0,2.53,swing_level_sweet,10,26,REJECT,,,59.69,615.322,54.08,HH_HL,3,0.26,0,CLOSED,SKIP,33,85526.56,26,,2026-09-22,,,,#BTC-0921-KR,2026-09-22T03:45:25.452444+00:00,BTC/USD,Asia,2.53,lab (not sent),SKIP,0.0,0.0,0.0,UNKNOWN,UNKNOWN,120364,2026-09-23T13:11:29.488474+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
f591916d13,2026-09-22T04:15:37.391148+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85605.46,84908.5398,87397.0,2.57,swing_level_sweet,10,26,REJECT,,,60.78,580.7668,52.35,HH_HL,4,0.09,0,CLOSED,SKIP,32,85605.46,26,,2026-09-22,,,,#BTC-0922-6U,2026-09-22T04:15:37.391148+00:00,BTC/USD,Asia,2.57,lab (not sent),SKIP,0.0,0.0,0.0,UNKNOWN,UNKNOWN,118552,2026-09-23T13:11:29.488499+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
6cb05759f6,2026-09-22T04:55:43.281436+00:00,BTC,1h,EMA21_PULLBACK_BULL,LONG,85521.27,84809.5247,87397.0,2.64,swing_level_sweet,10,26,REJECT,,,59.45,593.1211,52.35,HH_HL,4,0.3,0,CLOSED,SKIP,32,85521.27,26,,2026-09-22,,,,#BTC-0922-MK,2026-09-22T04:55:43.281436+00:00,BTC/USD,Asia,2.64,lab (not sent),SKIP,0.0,0.0,0.0,UNKNOWN,UNKNOWN,116146,2026-09-23T13:11:29.488520+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
908239b017,2026-09-22T05:47:54.301237+00:00,BTC,15m,BB_REVERSION_BULL,LONG,85533.27,84984.9352,87397.0,3.4,swing_level,10,35,REJECT,,,44.37,247.8159,36.12,HH_HL,5,0.06,0,CLOSED,SKIP,125,85533.27,35,,2026-09-22,,,,#BTC-0922-YT,2026-09-22T05:47:54.301237+00:00,BTC/USD,Asia,3.4,lab (not sent),SKIP,0.0,0.0,0.0,UNKNOWN,UNKNOWN,113015,2026-09-23T13:11:29.488541+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
096220d5d5,2026-09-22T14:46:17.374057+00:00,BTC,15m,VWAP_BOUNCE_BULL,LONG,85881.88,85387.4804,87397.0,3.06,swing_level,10,19,REJECT,,,48.88,312.5981,14.38,MIXED,14,0.09,0,CLOSED,LOSS,86,85387.4804,19,,2026-09-22,,,,#BTC-0922-FX,2026-09-22T14:46:17.374057+00:00,BTC/USD,NY open,3.06,lab (not sent),LOSS,-1.0,-1.0,-494.3996,2.834,1.347,77661,2026-09-23T12:20:39.097289+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
8d58d9bc53,2026-09-23T16:41:06.642326+00:00,BTC,1h,STOCH_REVERSAL_BULL,LONG,84135.02,83359.5064,86384.73,2.9,swing_level_sweet,10,51,REJECT,,,29.87,646.2613,27.98,HH_HL,16,0.75,0,CLOSED,LOSS,16,83359.5064,51,,2026-09-23,,,,#BTC-0923-S4,2026-09-23T16:41:06.642326+00:00,BTC/USD,NY mid,2.9,lab (not sent),LOSS,-1.0,-1.0,-775.5136,0.684,1.077,58278,2026-09-24T08:52:25.354686+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
afc60f7bc4,2026-09-23T16:46:07.832131+00:00,BTC,15m,RSI_DIV_BULL,LONG,84086.58,83366.8081,85932.51,2.56,swing_level_sweet,10,30,REJECT,,,33.65,365.4798,53.68,HH_HL,16,0.09,0,CLOSED,LOSS,64,83366.8081,30,,2026-09-23,,,,#BTC-0923-F4,2026-09-23T16:46:07.832131+00:00,BTC/USD,NY mid,2.56,lab (not sent),LOSS,-1.0,-1.0,-719.7719,0.804,1.093,57977,2026-09-24T08:52:25.371743+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
6368e4e342,2026-09-23T17:21:22.624423+00:00,BTC,15m,STOCH_REVERSAL_BULL,LONG,84014.95,83539.0843,85257.0,2.61,swing_level_sweet,10,51,REJECT,,,35.72,381.8893,55.93,HH_HL,17,0.59,0,CLOSED,LOSS,62,83539.0843,51,,2026-09-23,,,,#BTC-0923-W6,2026-09-23T17:21:22.624423+00:00,BTC/USD,NY mid,2.61,lab (not sent),LOSS,-1.0,-1.0,-475.8657,1.367,1.502,55862,2026-09-24T08:52:25.386557+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
9694fbdecc,2026-09-23T17:51:30.644435+00:00,BTC,1h,BB_REVERSION_BULL,LONG,84332.15,83319.1724,87282.81,2.91,swing_level_sweet,10,35,REJECT,,,33.49,646.0919,29.66,HH_HL,17,1.15,0,CLOSED,LOSS,15,83319.1724,35,,2026-09-23,,,,#BTC-0923-G4,2026-09-23T17:51:30.644435+00:00,BTC/USD,NY mid,2.91,lab (not sent),LOSS,-1.0,-1.0,-1012.9776,0.329,1.019,54054,2026-09-24T08:52:25.402984+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
b46c813cf4,2026-09-23T18:56:28.802787+00:00,BTC,1h,BB_REVERSION_BULL,LONG,84405.79,83504.5168,86734.0,2.58,swing_level_sweet,10,35,REJECT,,,34.81,624.4107,30.94,HH_HL,18,1.25,0,CLOSED,LOSS,13,83504.5168,35,,2026-09-23,,,,#BTC-0923-MX,2026-09-23T18:56:28.802787+00:00,BTC/USD,NY close,2.58,lab (not sent),LOSS,-1.0,-1.0,-901.2732,0.288,1.227,50156,2026-09-24T08:52:25.418080+00:00,lab,,close,"kdubsk1/bot outcomes.csv @ 8f60d99 (2026-09-24T12:44:07): the bot's own CLOSED row, still in outcomes.csv on 24 Sep; its archive says OPEN"
